title;alias;type;catid;short_description;description;geodata;latitude;longitude;geo_x;geo_y;geo_z;zoom;address;addr_no;addr_addinfo;zip_code;city;region;country;phone;url;email;additional_fields;image;icons;published;created;modified
WC BÃ¼rgerhaus Dornach 2;wc-buergerhaus-dornach-2;toilet;212;Bedingt Ã¶ffentliche Toilette im BÃ¼rgerhaus.;<p>Auf der Vorderseite, d.h. der, der Erdinger LandstraÃŸe zugewandten Seite ist der Eingang zum Food Catering, die auch Veranstaltungen organisieren. In deren RÃ¤umen ist eine weitere behindertengerechte bzw. rollstuhlgerechte Toilette. Der Eingang ist barrierefrei Ã¼ber eine Schwelle von 2 cm. Die EingangstÃ¼r Ã¶ffnet auf 2x95 cm. An der TÃ¼r ist eine durchgehende Haltestange montiert.</p>;1;4.815.389.345;116.897.738;4.162.143.411.927;86.116.377.114.893;47.460.088.682.822;14;Martin-Festl-Ring;2;;85609;Aschheim;;DE;089 39 29 12 11;;;"{""wc_shortname"":""ge-aschhe1WC5"",""wc_plan"":""ge-aschhe1WC5"",""wc_fotos"":""ge-aschhe1WC5f3, ge-aschhe1WC5f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Die Toilette ist im Erdgeschoss, im Eingangsbereich rechts.<\/p>"",""wc_easy"":""Die Toilette ist gut. \r\nLeider steht ein Wickel-Tisch zwischen WC-Sitz und Wasch-Becken. \r\nDen Tisch kann man vor das Wasch-Becken schieben."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""130"",""wc_roominfos"":""<p>Das Waschbecken, schr\u00e4g rechts gegen\u00fcber von der T\u00fcr, ist auf 60 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Spiegel ab Unterkante 80 cm.<\/p>"",""wc_seat"":""47"",""wc_accessleft"":""130"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Um anfahren zu k\u00f6nnen, muss zuerst der Wickeltisch rausgetragen werden. Die Sp\u00fclung kann hinter dem WC-Becken in 95 cm H\u00f6he ausgel\u00f6st werden.\u00a0 Aus der Sitzposition gesehen h\u00e4ngt rechts eine Notrufschnur bis 80 cm \u00fcber dem Boden. Die Oberkante des Pissoirs ist in 64 cm H\u00f6he.<\/p>""}";"{""image_small"":""images\/wc-gm\/ge-aschhe1WC5f1.jpg"",""image"":""images\/wc-header\/ge-aschhe1WC5f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Wickeltisch und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""11""}";1;;21/08/2021 17:56
WC fÃ¼r Alle U-Bahnhof Thalkirchen;wc-fuer-alle-u-bahnhof-thalkirchen;toilet;209;Ã–ffentliche 'Toilette fÃ¼r Alle' mit Pflegeliege, Lifter und Euroschloss.;<p>DieseÂ  Toilette fÃ¼r Alle befindet sich am SÃ¼dende des Bahnsteigs im Zwischengeschoss. Vom Zwischengeschoss zur OberflÃ¤cheÂ  gibt es einen Aufzug.</p>;0;481.013.214;115.461.667;41.685.536.203.869;85.160.028.386.107;47.421.069.864.024;16;U Bahnhof Thalkirchen;;;81379;MÃ¼nchen;;DE;089 54 36 97 44;;;"{""wc_shortname"":""ge-kurfue1WC1"",""wc_plan"":""bf-thalki1WC1"",""wc_fotos"":""bf-thalki1WC1f1, bf-thalki1WC1f5, bf-thalki1WC1f3, aaa-WC-Hering1"",""wc_location"":""<p>Vom Bahnsteig f\u00fchrt eine Rampe mit Zwischenpodesten zum Zwischengeschoss.<\/p>"",""wc_ramp_length"":""70"",""wc_ramp_incline"":""7,5"",""wc_infos"":""<p>Unter diesem Link finden Sie\u00a0<a href=\""http:\/\/www.toiletten-fuer-alle.de\/fileadmin\/Webdata\/PDFs_Flyer-DOKUs-etc\/hinweise_tfa-benutzer.pdf\"">Nutzerhinweise<\/a> zur Toilette f\u00fcr alle. Weitere Informationen finden sie auf der Seite der <a href=\""http:\/\/www.toiletten-fuer-alle.de\"">toiletten-fuer-alle<\/a>.<\/p>"",""wc_easy"":""In dieser Toilette ist alles sehr gut.\r\nEs gibt eine Pflegeliege und einen Lifter."",""wc_euro"":""1"",""wc_doorknob"":"""",""wc_doortaster"":""85"",""wc_dooropens"":""nz"",""wc_doorautopen"":""ar"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Innen sind\u00a0 neben der T\u00fcr 3 Taster angebracht: in 35 cm H\u00f6he, ein Notruftaster und in 85 cm bzw. 100 cm H\u00f6he zwei T\u00fcrtaster (T\u00fcr auf und T\u00fcr verriegelt). Zwischen Wasch- und WC-Becken ist ein weiterer Notruftaster an der Wand in 85 cm H\u00f6he. Ein dritter Notruftaster, mit Sprechfunktion, ist auf der anderen Seite des WC-Beckens in 97 cm H\u00f6he.\u00a0<br \/>Diese \""Toilette f\u00fcr Alle\"" ist ausgestattet mit einer h\u00f6henverstellbaren (von 30 bis 100 cm Liegeh\u00f6he) Pflegeliege und einem Deckenlifter (Vierpunktaufh\u00e4ngung) - bitte den eigenen Gurt nicht vergessen mitzubringen. Der Lifter kann zu jedem Punkt im Raum verschoben werden. Die Waschbeckenh\u00f6he kann manuell ver\u00e4ndert werden, was aber sehr schwer geht. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel mit fest eingestelltem Kippwinkel, ab Unterkante 93 cm.<\/p>"",""wc_seat"":""47"",""wc_accessleft"":""230"",""wc_accessright"":""115"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 103 cm H\u00f6he und an beiden B\u00fcgel ausgel\u00f6st werden.<\/p>""}";"{""image_small"":""images\/wc-af\/bf-thalki1WC1f5.jpg"",""image"":""images\/wc-header\/bf-thalki1WC1f2q.jpg"",""alt"":"""",""caption"":""Zwischengeschoss, drei WC-T\u00fcren: Herren, Damen, Rollstuhlfahrer.*innen und im Hintergrund eine Rolltreppe. "",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""10"",""3"":""11"",""4"":""12"",""5"":""18""}";1;12/11/2019 11:46;21/08/2021 17:54
WC Bahnhof DieÃŸen;wc-bahnhof-diessen;toilet;431;Ã–ffentliche Bahnhofstoilette OHNE Euroschloss.;<p>Die rollstuhlgerechte bzw. behindertengerechte Toilette ist neben den anderen beiden Toiletten beim Bahnsteig, Gleis 1.</p>;1;479.499.217;111.078.563;41.872.276.072.604;82.209.765.712.254;47.308.478.528.853;14;Bahnhofstr.;15;;86911;DieÃŸen am Ammersee;;DE;;;;"{""wc_shortname"":""bf-diessen1WC1"",""wc_plan"":""bf-diessen1WC1"",""wc_fotos"":""bf-diessen1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":""Die Toilette ist okay. \r\nDer WC-Sitz ist sehr hoch."",""wc_euro"":""1"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""nz"",""wc_doorautopen"":""nz"",""wc_door_width"":""85"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Die T\u00fcr geht sehr schwer auf.<br \/>Das Waschbecken, rechts von der T\u00fcr, ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 90 cm H\u00f6he. Die Unterkante des dar\u00fcber h\u00e4ngenden Spiegel ist in 97 cm H\u00f6he.<\/p>"",""wc_seat"":""56"",""wc_accessleft"":""115"",""wc_accessright"":""90"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Der Sp\u00fcltaster ist an der Wand\u00a0 hinter dem WC-Becken in 103 cm H\u00f6he.<\/p>""}";"{""image_small"":""images\/wc-af\/bf-diessen1WC1f2.jpg"",""image"":""images\/wc-header\/bf-diessen1WC1f1q.jpg"",""alt"":"""",""caption"":""Bahnhofstoiletten, Au\u00dfenansicht"",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""20""}";1;12/11/2019 16:10;21/08/2021 17:52
WC ASZ Schwabing West;wc-asz-schwabing-west;toilet;187;HalbÃ¶ffentliche Toilette in einer Senioreneinrichtung.;Der Haupteingang zum diesem Alten- und Service-Zentrum ist barrierefrei durch eine 100 cm breite AutomatiktÃ¼re. Der TÃ¼rtaster ist in 85 cm HÃ¶he.;1;481.658.897;115.668.342;41.630.080.269.728;85.203.181.659.368;47.468.986.665.898;14;Hiltenspergerstr.;76;;80796;MÃ¼nchen;;DE;089 30 00 76 60;;;"{""wc_shortname"":""div-aszsch1WC1"",""wc_plan"":""div-aszsch1WC1"",""wc_fotos"":""div-aszsch1WC1f1, div-aszsch1WC1f3"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Diese rollstuhlgerechte bzw. behindertengerechte Toilette ist im Erdgeschoss, links vom Speisesaal den gang runter. Die T\u00fcr zur WC Anlage ist links angesclhagen und \u00f6ffnet nach innen auf 90 cm Breite. Der T\u00fcrgriff ist in 105 cm H\u00f6he."",""wc_easy"":""Die Toilette ist okay. <br \/>Man kann an der linken Seite und von vorn anfahren."",""wc_doorknob"":""88"",""wc_doortaster"":"""",""wc_dooropens"":""sr"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 65 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. Die Spiegelunterkante ist in 90 cm H\u00f6he."",""wc_seat"":""46"",""wc_accessleft"":""100"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""Die Sp\u00fclung kann hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden. Auf der linken Seite (aus der Sitzposition gesehen)\u00a0 h\u00e4ngt auch eine Notrufschnur bis 10 cm \u00fcber dem Boden.""}";"{""image_small"":""images\/wc-af\/div-aszsch1WC1f1.jpg"",""image"":""images\/wc-header\/div-aszsch1WC1f2q.jpg"",""alt"":"""",""caption"":""WC im Alten- und Servive-Zentrum Schwabing West"",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""20""}";1;12/11/2019 16:59;12/11/2019 17:19
WC 2 Hochschule fÃ¼r angewandte Wissenschaften LothstraÃŸe;wc-2-hochschule-fuer-angewandte-wissenschaften-lothstrasse;toilet;189;HalbÃ¶ffentliche Toilette im HochschulgebÃ¤ude mit Euroschloss.;;1;4.815.359.035;11.553.143.192.240.400;41.642.097.515.073;8.512.410.885.353;47.459.863.837.395;14;Lothstr.;34;;80335;MÃ¼nchen;;DE;089 12 65 10 31;;;"{""wc_shortname"":""div-fhmuc1fWC2"",""wc_plan"":""div-fhmuc1WC2"",""wc_fotos"":""div-fhmuc1WC2f1"",""wc_location"":""<p>Man geht zur Rampe vor dem Stu Caf\u00e9 und \u00fcber diese zum Eingang. Links ist der Eingang zum Caf\u00e9, aber man geht ca. 80 m geradeaus durch die Halle nach hinten. Es befindet sich auf der linken Seite.<\/p>"",""wc_ramp_length"":""7 m + 17"",""wc_ramp_incline"":""5%"",""wc_infos"":"""",""wc_easy"":""Die Toilette ist okay.\r\nMan kann an der linken Seite und von vorn anfahren.\r\nDer WC-Sitz ist etwas niedrig."",""wc_euro"":""1"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Das Licht wird durch einen Bewegungssensor gesteuert. Das Waschbecken ist gegen\u00fcber von der T\u00fcr, flankiert von zwei festen B\u00fcgeln. Die Waschbeckenoberkante ist in 80 cm H\u00f6he, das Becken ist auf 60 cm unterfahrbar. Die Spiegelunterkante ist in 90 cm H\u00f6he.<\/p>"",""wc_seat"":""43"",""wc_accessleft"":""200"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Aus der Sitzposition gesehen rechts neben dem WC-Becken\u00a0 h\u00e4ngt eine Notrufschnur bis 30 cm \u00fcber dem Boden. Die Sp\u00fclung wird hinter dem WC-Becken in 100 cm H\u00f6he\u00a0 ausgel\u00f6st.<\/p>""}";"{""image_small"":""images\/wc-af\/div-fhmuc1WC2f1.jpg"",""image"":""images\/wc-header\/div-fhmuc1WC2f1q.jpg"",""alt"":"""",""caption"":""Raumansicht mir WC- und Waschbecken."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""20""}";1;;21/08/2021 17:51
WC Chirurgische Klinik LMU;wc-chirurgische-klinik-lmu;toilet;199;HalbÃ¶ffentliche Toilette im Krankenhaus.;;1;481.335.286;11.561.455.418.749.400;41.657.140.177.421;85.217.820.451.964;47.444.978.691.247;14;Nussbaumstr.;20;;80336;MÃ¼nchen;;DE;089 4 40 05 25 11;;;"{""wc_shortname"":""div-chirur1WC1"",""wc_plan"":""div-chirur1WC1"",""wc_fotos"":""div-chirur1WC1f1"",""wc_location"":""Links vom 'alten'\u00a0 Portal f\u00fchrt eine Rampe mit einem Zwischenpodest zur Eingangsebene. Die Rampenoberfl\u00e4chenbeschaffenheit ist hubbelig, da der Belag aus festgeklebten Kieselsteinen besteht."",""wc_ramp_length"":""0,7 m + 8"",""wc_ramp_incline"":""11"",""wc_infos"":""Am Haupteingang \u00f6ffnet eine sehr breite Automatikt\u00fcr zur Seite. Man biegt nach links ab und f\u00e4hrt auf eine Treppe zu. Die rollstuhlgerechte bzw. behindertengerechte Toilette ist vor der Treppe links."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""100"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Licht ist immer eingeschaltet. Das Waschbecken ist gegen\u00fcber von der T\u00fcr.\u00a0 Die Waschbeckenoberkante ist in 80 cm H\u00f6he, das Becken ist auf 70 cm unterfahrbar. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel ab Unterkante 90 cm. Rechts vom Waschbecken ist ein beweglicher B\u00fcgel angebracht und daneben ist ein Notruftaster in 85 cm H\u00f6he."",""wc_seat"":""45"",""wc_accessleft"":""90"",""wc_accessright"":""73"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Aus der Sitzposition gesehen links neben dem WC-Becken ist ein Notruftaster in 85 cm H\u00f6he montiert. Die Sp\u00fclung wird hinter dem WC-Becken in 90 cm H\u00f6he oder im rechten B\u00fcgel ausgel\u00f6st.""}";"{""image_small"":""images\/wc-af\/div-chirur1WC1f1.jpg"",""image"":""images\/wc-header\/div-chirur1WC1f2.jpg"",""alt"":"""",""caption"":""Rampe zur Eingangsebene."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;;18/02/2021 09:10
WC Deutsches Herzzentrum;wc-deutsches-herzzentrum;toilet;202;HalbÃ¶ffentliche Toilette im Krankenhaus.;<p>Diese behindertengerechte bzw. rollstuhlgerechte Besuchertoilette ist im Erdgeschoss beim CafÃ©.</p>;1;4.815.303.425;11.550.049.463.982.000;41.643.008.393.401;851.025.460.657;47.459.451.308.232;14;Lazarettstr.;36;;80636;MÃ¼nchen;;DE;089 1 21 80;;;"{""wc_shortname"":""div-herzze1WC1"",""wc_plan"":""div-herzze1WC1"",""wc_fotos"":""div-herzze1WC1f1, div-herzze1WC1f3"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Am barrierefreien Haupteingang sind breite Automatikt\u00fcren.<\/p>"",""wc_easy"":""Die Toilette ist etwas eng. \r\nMan kann von rechts an den WC-Sitz anfahren. \r\nVon vorn kann man nur mit einem kleinen ( Schiebe- ) Rollstuhl anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""120"",""wc_roominfos"":""<p>Innen rechts neben der T\u00fcr ist ein Lichtschalter in 110 cm H\u00f6he. Das Waschbecken, schr\u00e4g rechts gegen\u00fcber von der T\u00fcr, ist auf 75 cm unterfahrbar. Die Waschbeckenoberkante ist in 90 cm H\u00f6he. D.d. das Waschbecken h\u00e4ngt sehr hoch. \u00dcber dem Waschbecken h\u00e4ngt ein Spiegel ab Unterkante 100 cm.<\/p>"",""wc_seat"":""47"",""wc_accessleft"":"""",""wc_accessright"":""93"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Die Sp\u00fclung funktioniert ausschlie\u00dflich \u00fcber einen N\u00e4herungschalter. Wenn sie sich vom WC entfernen wird die Sp\u00fclung ausgel\u00f6st. Es ist dann eigentlich ein Entfernungsschalter, oder?<\/p>""}";"{""image_small"":""images\/wc-af\/div-herzze1WC1f2.jpg"",""image"":""images\/wc-header\/div-herzze1WC1f2q.jpg"",""alt"":"""",""caption"":""Raumansicht mit WC- und Waschbecken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""20""}";1;;21/08/2021 17:49
WC Ristorante Brunello, Aying;wc-ristorante-brunello;toilet;212;;<p>HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.</p>;0;479.727.852;11.778.951;41.754.631.393.043;870.698.913.995;47.325.502.610.621;14;Untere Dorfstr.;6;;85653;Aying;;DE;08095 8 74 60 28;;;"{""wc_shortname"":""brunel1WC1"",""wc_plan"":""brunel1WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das behindertenfreundliche WC ist ganz hinten links am Gastraum.<\/p>"",""wc_easy"":""Die T\u00fcr \u00f6ffnet nach innen. Deswegen ist wenig Platz f\u00fcr den Rollstuhl. \r\nSonst ist die Toilette okay."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""il"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":""145"",""wc_roominfos"":""<p>Innen rechts von der T\u00fcr ist ein Lichtschalter in 110 cm H\u00f6he.<\/p>"",""wc_seat"":""48"",""wc_accessleft"":""95"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden.<\/p>""}";"{""image_small"":""images\/wc-af\/brunel1WC1f1.jpg"",""image"":""images\/wc-header\/brunel1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""1"",""1"":""4"",""2"":""20""}";1;;21/08/2021 17:46
WC Grundschule Aying und GemeindebÃ¼cherei;wc-grundschule-aying-und-gemeindebuecherei;toilet;212;HalbÃ¶ffentliche Toilette in einer Bibliothek.;Der Zugang zur GemeindebÃ¼cherei Aying ist nur bedingt barrierefrei. Am Haupteingang Ã¶ffnete eine DoppelflÃ¼geltÃ¼r auf 2x90 cm nach innen. Der TÃ¼rgriff ist in 107 cm HÃ¶he. <br />Direkt an der TÃ¼r ist eine Schwellenkombination von 1 cm hoch, 4 cm flach, 3 cm hoch, 2 cm flach und wieder 2 cm runter.;1;47.945.734.650.000.000;11.794.959.185.092.600;4.177.406.401.479;87.232.210.927.581;47.305.360.049.946;14;Glonner Str.;11;;85653;Aying;;DE;08095 8 73 40;;;"{""wc_shortname"":""li-ayingx1WC1"",""wc_plan"":""li-ayingx1WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die rollstuhlgerechte bzw. behindertengerechte Toilette geh\u00f6rt zur Grundschule Aying, die im selben Geb\u00e4ude untergebracht ist. Man kann von der B\u00fccherei innen im Geb\u00e4ude an den Arbeitspl\u00e4tzen vorbei Richtung Schule gehen. Die Toilette ist auf der linken Seite."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 65 cm unterfahrbar, die Waschbeckenoberkante ist in 73 cm H\u00f6he.\u00a0 \u00dcber dem Waschbecken h\u00e4ngt ein Spiegel ab Unterkante 125 cm."",""wc_seat"":""45"",""wc_accessleft"":""90"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Rechts neben den WC-Becken, aus der Sitzposition gesehen, h\u00e4ngt eine Notrufschnur.<br \/>An der Wand neben dem WC-Becken, bzw. schr\u00e4g gegen\u00fcber vom Waschbecken h\u00e4ngt ein Pissoir mit Oberkante 64 cm.""}";"{""image_small"":""images\/wc-gm\/li-ayingx1WC1f1.jpg"",""image"":""images\/wc-header\/li-ayingx1WC1f1q.jpg"",""alt"":"""",""caption"":""Raumansicht mit Pissoir und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11""}";1;;21/02/2020 11:04
WC BÃ¼rgerhaus Aying;wc-buergerhaus-aying;toilet;212;Bedingt Ã¶ffentliche Toilette im BÃ¼rgerhaus.;Vor dem BÃ¼rgerhaus ist ein behindertengerechter Parkplatz ausgewiesen. <br />Der Zugang zum BÃ¼rgerhaus ist barrierefrei durch eine DoppelflÃ¼geltÃ¼r, die auf 2x95 cm nach auÃŸen Ã¶ffnet. Nach der TÃ¼r sieht man einen AuÃŸenaufzug (TÃ¼rbreite 90 cm, KabinenmaÃŸ 110x140 cm), mit dem man in den 1. Stock hochfÃ¤hrt.;1;479.700.033;117.789.143;41.756.886.345.015;87.074.314.496.326;47.323.431.620.281;14;Kirchgasse;4a;;85653;Aying;;DE;08095 9 09 50;;;"{""wc_shortname"":""ge-ayingx1WC1"",""wc_plan"":""ge-ayingx1WC1"",""wc_fotos"":""ge-ayingx1WC1f1, ge-ayingx1WC1f3"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte bzw. rollstuhlgerechte Toilette ist gleich wenn man aus den Aufzug kommt im Treppenhaus."",""wc_easy"":""DieToilette ist gut. <br \/>Man kann an der linken Seite und von vorn anfahren."",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken, gegen\u00fcber von der T\u00fcr, ist auf 65 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel ab Unterkante 100 cm. Um den Kippwinkel zu ver\u00e4ndern muss man den Spiegel am Rand anfassen."",""wc_seat"":""47"",""wc_accessleft"":""105"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""Die Sp\u00fclung kann hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden.\u00a0 Aus der Sitzposition gesehen h\u00e4ngt links vorn eine Notrufschnur bis 100 cm \u00fcber dem Boden.""}";"{""image_small"":""images\/wc-gm\/ge-ayingx1WC1f3.jpg"",""image"":""images\/wc-header\/ge-ayingx1WC1f2q.jpg"",""alt"":"""",""caption"":""Ansicht Innenraum mit WC-Becken"",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""11"",""3"":""12""}";1;;0000-00-00 00:00:00
WC KUNSTWERK;wc-kunstwerk;toilet;206;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;Der Haupteingang zum Lokal ist barrierefrei durch eine DoppelflÃ¼geltÃ¼r, die auf 2x90 cm nach auÃŸen aufschlÃ¤gt, dann durch einen Windfang (MaÃŸe 230x270 cm) und eine weitere, mit der ersten baugleiche, TÃ¼r.;1;481.366.921;115.475.017;41.656.647.679.426;85.111.122.761.926;47.447.326.288.572;14;TheresienhÃ¶he;5;;80339;MÃ¼nchen;;DE;089 14 72 77 67;;;"{""wc_shortname"":""kunstw1WC1"",""wc_plan"":""kunstw1WC1"",""wc_fotos"":""kunstw1WC1f2\r\n"",""wc_location"":""Egal aus welcher Richtung man zum Forum Schwanthalerh\u00f6he kommt, zuerst muss man eine lange Rampe hoch. Die Rampe von der U 4\/ 5 HH Theresienwiese her ist 2 m breit und hat an beiden Seiten einen Handlauf, L\u00e4nge 20 m, Steigung 7%. Die Rampe von der Tram 18 \/ 19 HH Holzapfelstra\u00dfe her ist l\u00e4nger und daher DIN-gerecht weil flacher."",""wc_ramp_length"":""30"",""wc_ramp_incline"":""5"",""wc_infos"":""Das behindertengerechte, bzw. rollstuhlgerechte WC ist Auf der Ebene des Lokals, bei den anderen WCs."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""100"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken, links von der T\u00fcr, ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel mit einer Kurbel, um den Kippwinkel zu ver\u00e4ndern, in 120 cm H\u00f6he."",""wc_seat"":""47"",""wc_accessleft"":""bis 100"",""wc_accessright"":""bis 100"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann hinter dem WC-Becken in 80 cm H\u00f6he und an beiden B\u00fcgeln ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt rechts eine Notrufschnur bis auf 10 cm \u00fcber dem Boden. Das ganze WC-Becken kann nach links und rechts verschoben werden, sodass auf jeder Seite bis zu 100 cm Platz zum Anfahren erreicht werden kann. Die Taster zum Verschieben des WC-Beckens ist an der Wand gegen\u00fcber vom Waschbecken in 85 cm H\u00f6he.""}";"{""image_small"":""images\/wc-gm\/kunstw1WC1f2.jpg"",""image"":""images\/wc-header\/kunstw1WC1f1q.jpg"",""alt"":"""",""caption"":""Ansicht Sanit\u00e4rraum mit WC-Becken, Taster zum Verschieben des WCs und Waschbeckenanschnitt."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""7"",""3"":""11""}";1;;19/11/2019 12:58
